abcnews.306755	pr01	Warren plans to take a 'hard look' at running for president	﻿Warren planira „dobro razmisliti” o kandidaturi na predsjedničkim izborima
review_patio+lawn+garden_19_5	pr03	This little hose was purchased to add on to my other 50 foot hose due to the very humid and oppressive weather this last month in the Northeast.	Ovo malo crijevo kupljeno je kao produžetak za moje drugo crijevo duljine 15 metara zbog vrlo vlažnih i nepovoljnih vremenskih uvjeta prošlog mjeseca na sjeveroistoku.
review_patio+lawn+garden_19_5	pr03	It is very flexible and easy to handle and allows me total reach of the back perennial garden.	Vrlo je fleksibilno i jednostavno za rukovanje te mi omogućuje potpuni doseg stražnjeg vrta s trajnicama.
review_patio+lawn+garden_19_5	pr03	i would recommend this hose	Preporučujem ovo crijevo
review_patio+lawn+garden_247_1	pr03	Kinked hose with vinyl separating - Returned!	﻿Savijeno crijevo s odvajanjem vinilnog sloja – vraćeno!
review_patio+lawn+garden_247_1	pr03	I read the other reviewers who had similar problems before I bought this.	Čitao sam ocjene drugih korisnika koji su imali slične probleme prije nego što sam kupio ovo crijevo.
review_patio+lawn+garden_247_1	pr03	I also read the reviews raving about this hose.	Također sam pročitao jako pozitivne ocjene za ovo crijevo.
review_patio+lawn+garden_247_1	pr03	Since these hoses are maid from remnants; I suppose its a matter of luck as to which hose you get.	Budući da se ova crijeva izrađuju od ostataka, pretpostavljam da je pitanje sreće koje crijevo ćete dobiti.
review_patio+lawn+garden_247_1	pr03	My luck wasn't good.	Ja nisam imao sreće.
review_patio+lawn+garden_247_1	pr03	The hose had permanent kinks and the vinyl skin had bubbles where it was separating from the hose.Returned it immediately.	Crijevo je imalo trajna oštećenja od savijanja, a vinilni je sloj imao mjehuriće na mjestima gdje se odvajao od crijeva. Odmah sam ga vratio.
review_patio+lawn+garden_334_1	pr03	Useless trap, horrible design	﻿Beskorisna zamka, grozan dizajn
review_patio+lawn+garden_334_1	pr03	The coons steal the bait from this trap at will.	Rakuni besramno kradu mamac iz ove zamke.
review_patio+lawn+garden_334_1	pr03	I've had to re-engineer the trigger to even trip as a bowling ball rolled into it wouldn't engage the trip at first.	Morao sam ponovno dizajnirati okidač da uopće proradi jer na početku čak ni kugla za kuglanje ne bi aktivirala zamku.
review_patio+lawn+garden_334_1	pr03	They advise putting bait past trip plate, but the coons just reach through the mesh and get the bait, another serious design flaw.	Savjetuju da mamac stavite iza ploče, ali rakuni samo posegnu kroz mrežicu i uzmu mamac, što je još jedna ozbiljna pogreška u dizajnu.
review_patio+lawn+garden_334_1	pr03	There are traps that work, this just in NOT one of those.	Postoje zamke koje djeluju, ali ova NIJE jedna od njih.
review_patio+lawn+garden_334_1	pr03	Save your money!	Uštedite si novac!
review_patio+lawn+garden_387_1	pr04	Two different ones broke	﻿Dva različita su se slomila
review_patio+lawn+garden_387_1	pr04	The pruner will not release easily if you grab hold of a branch a little too thick, and at five feet away it's not always the easiest thing to do to notice if that branch is an 1/8th inch too thick.	Sjekač se neće lako otpustiti ako pokušate odrezati granu koja je malo predebela, a na udaljenosti od metar i pol nije uvijek lako primijetiti da je grana 3 milimetra predebela.
review_patio+lawn+garden_387_1	pr04	As a result, it broke on the second day.	Zbog toga se slomio već drugi dan.
review_patio+lawn+garden_387_1	pr04	Amazon replaced with another, which broke due to same issue, but this time was too late to return.	Amazon ga je zamijenio drugim, koji se slomio zbog istog razloga, ali je bilo prekasno za povrat.
review_patio+lawn+garden_387_1	pr04	I bought another, more expensive one that I am happy with and I would recommend it to anyone else: ARS LA-180ZR203 4-to-7-Feet Long Reach Pruner	Kupio sam drugi, skuplji s kojim sam zadovoljan i preporučio bih ga svakome: ARS LA-180ZR203 teleskopski sjekač duljine od 1,2 do 2,1 metra
review_patio+lawn+garden_392_1	pr04	Not for bushes	﻿Nije za grmlje
review_patio+lawn+garden_392_1	pr04	I have a large piece of property in Arizona that requires the removal of bushes from time to time and I figured this looked like the perfect tool to cut the main trunk/branches of a dessert bush; NOT!!!!	Imam veliko imanje u Arizoni s kojeg povremeno moram ukloniti grmlje i ovo mi je izgledalo kao savršeni alat za rezanje glavne stabljike / grana pustinjskog grmlja; ALI NE!!!!
review_patio+lawn+garden_392_1	pr04	!It was worth a try, but it is clumsy and will not cut through most of the fibrous shoots of a typical desert bush.	!Bilo je vrijedno pokušaja, ali je nespretan i neće prerezati većinu vlaknastih grana tipičnog pustinjskog grma.
review_patio+lawn+garden_392_1	pr04	I am back to the pick and spade.I have many tools for tree limbs that do a much better job than this.I'll give it to my brother.	Vratio sam se na pijuk i lopatu.Imam mnogo alata za grane stabala koji su mnogo bolji od ovoga.Dat ću ga bratu.
review_patio+lawn+garden_392_1	pr04	:>)Note: My rating is strictly for the said application.	:>)Napomena: moja ocjena odnosi se samo na navedenu primjenu.
review_patio+lawn+garden_6_5	pr04	GGGGGGGGREAT	﻿OOOOOOOODLIČNO
review_patio+lawn+garden_6_5	pr04	I aqm impressed with the cost and quality of this product, Also impressed on the fast shipment by Amazon as I received it in 4 days, Has not kinked and a great hose as I had one before which I left in the yard during all seasons and even ran across driveway, But it lasted 5 good years through all the abuse,  I would recommend this to anyone, Thanks	Zadivljena sam cijenom i kvalitetom ovog proizvoda, Zadivljena sam i Amazonovom brzom dostavom jer sam ga dobila za 4 dana, Nije se uvrnulo i odlično je kao i crijevo koje sam prethodno imala i koje sam ostavljala u vrtu tijekom svih godišnjih doba i čak razvlačila preko kolnog prilaza, Ali trajalo je dobrih 5 godina uz svo to grubo rukovanje,  Preporučila bih ga svakome, Hvala
review_pet_supplies_131_2	pr01	DVD for Cats	﻿DVD za mačke
review_pet_supplies_131_2	pr01	Purchased this cat DVD for our active cat.	Kupila sam ovaj DVD za našeg aktivnog mačka.
review_pet_supplies_131_2	pr01	Hoping that it would keep his attention long enough to give me a break from playing with him.	Nadala sam da će ga zaokupiti dovoljno da se mogu odmoriti od igre s njim.
review_pet_supplies_131_2	pr01	I have to say that the first DVD is the only one that captures his attention for about 10-20 minutes.	Moram reći da mu samo prvi DVD privuče pozornost na 10 – 20 minuta.
review_pet_supplies_131_2	pr01	The other DVD's he doesn't even look at.	Druge DVD-ove ne želi ni pogledati.
review_pet_supplies_131_2	pr01	Maybe I just have a cat that is just too active to sit still...I don't know.	Možda jednostavno imam mačka koji je preaktivan da bi mirno sjedio... Ne znam.
review_pet_supplies_131_2	pr01	I would recommend the first DVD only if you are thinking of trying it.	Preporučila bih prvi DVD samo ako ga želite isprobati.
review_pet_supplies_131_2	pr01	Great price and fast delivery.	Sjajna cijena i brza dostava.
review_pet_supplies_132_2	pr03	Waste of money.	﻿Bacanje novca.
review_pet_supplies_132_2	pr03	This is the same DVD series someone had given me back in 2007 and it stinks.	Ovo je ista serija DVD-a koju mi je netko dao 2007. i užasna je.
review_pet_supplies_132_2	pr03	The camera moves too much, jerking around and I could have made a better video using my cell phone.	Kamera se previše kreće i podrhtava. Mogao sam snimiti bolji video mobitelom.
review_pet_supplies_132_2	pr03	Only one of the 3 videos is remotely interesting to my cat, the same video she liked back in 2007 but after 10 min., she too is bored.	Mojoj je mački iole zanimljiv samo jedan od 3 videa, isti video koji joj se svidio 2007., ali nakon 10 minuta i njoj je dosadno.
review_pet_supplies_132_2	pr03	I cannot watch it, it makes me dizzy.	Ne mogu to gledati, vrti mi se u glavi.
review_pet_supplies_143_1	pr01	Not worth it.	﻿Ne isplati se.
review_pet_supplies_143_1	pr01	When I bought this combo, it was more expensive than the 3 DVDs bought separately.	Kad sam kupio ovaj komplet, bio je skuplji nego da sam kupio tri DVD-a odvojeno.
review_pet_supplies_143_1	pr01	Unfortunately, I saw it too late.	Nažalost, to sam prekasno primijetio.
review_pet_supplies_143_1	pr01	My bad.	Pogriješio sam.
review_pet_supplies_143_1	pr01	But where's the logic ?Then my cats didn't like those DVDs.	Ali koja je to logika? Uostalom, mojim se mačkama nisu svidjeli ti DVD-ovi.
review_pet_supplies_143_1	pr01	Well, more like "not interested" than "don't like".	Zapravo, više ih „nisu zanimali” nego što im se „nisu svidjeli”.
review_pet_supplies_143_1	pr01	TV off or Cat Sitter is the same.And really those DVDs are cheap.	Svejedno je je li TV isključen ili se prikazuje „Cat Sitter”. I ti su DVD-ovi stvarno jeftini.
review_pet_supplies_143_1	pr01	Always the same videos, the same animals, the same noises.	Uvijek iste snimke, iste životinje i isti zvukovi.
review_pet_supplies_143_1	pr01	I mean, what's the point of hearing birds if we are seeing fish ??	Mislim, kakvog smisla ima slušati ptice, a gledati ribe?
review_pet_supplies_143_1	pr01	?I was more entertained by those DVDs than my cats.	Ti su DVD-ovi više zabavili mene nego moje mačke.
review_pet_supplies_15_1	pr01	Waste of $	﻿Bačen novac
review_pet_supplies_15_1	pr01	If you want your bird to interact with you, then interact with your bird.	Ako želite da vaša ptica komunicira s vama, komunicirajte vi s njom.
review_pet_supplies_15_1	pr01	Parrots have the mental capacity of a 3-5 year old child.	Papige imaju mentalne sposobnosti djeteta starog između 3 i 5 godina.
review_pet_supplies_15_1	pr01	This is like plopping your child down in front of the TV and calling it quality time.	Ovo je kao da posjednete dijete pred TV i smatrate to kvalitetno provedenim vremenom.
review_pet_supplies_15_1	pr01	Parrots learn to communicate dynamically not by rote.	Papige uče komunicirati dinamično, a ne štrebajući.
review_pet_supplies_15_1	pr01	I have 5 parrots and all are chatty because we chat, while cleaning, cooking, doing laundry.. whatever.	Imam pet papiga i sve su razgovorljive jer pričamo dok čistim, kuham, perem rublje... Bilo što.
review_pet_supplies_15_1	pr01	Turn off the TV and read aloud, talk, sing, dance.. be one of the flock.	Isključite TV i čitajte naglas, pričajte, pjevajte, plešite... Budite dio jata.
review_pet_supplies_23_4	pr01	Feathered Phonics volume 1	﻿Feathered Phonics, prvi dio
review_pet_supplies_23_4	pr01	The CD is a good idea for teaching a bird to speak,but there are words on it that would never be spoken in our home so why teach them to the bird.	Ovaj je CD dobra ideja za učenje ptice da govori, ali sadrži neke riječi koje nikad ne bismo govorili u našem domu, pa ih nema smisla učiti pticu.
review_pet_supplies_23_4	pr01	I will look through the other choices of CD's and try to find one with different words.	Pregledat ću ponudu drugih CD-ova i pokušati pronaći neki s drugačijim riječima.
review_pet_supplies_27_1	pr02	Waste of Money	﻿Bačeni novac
review_pet_supplies_27_1	pr02	This is the biggest waste of money - do not buy it - it will not work!It's just people saying a certain word, then a 10 second pause ... then a different word and another 10 second pause.	Ovo je uzalud bačeni novac – nemojte kupovati – neće imati učinka! To su samo ljudi koji izgovore neku riječ, onda 10 sekundi stanke... Pa onda druga riječ i novih 10 sekundi stanke.
review_pet_supplies_27_1	pr02	You can create your own if you really want to try this.But you really should not leave this on for your bird all day - it should be done in 10 minute intervals only or your bird may get irritated by it (i know i get irritated by it after only 2 words).Don't waste your money on this.	Možete to napraviti i sami ako zaista želite ovo isprobati. Ali nikako nemojte ostavljati uključeno svojoj ptici cijeli dan – uključite na najviše 10 minuta ili će je razdražiti (znam da sam ja postao razdražen već nakon dvije riječi). Ne bacajte novac na ovo.
review_pet_supplies_36_5	pr02	Essential text for the dog groomer	﻿Ključno štivo za frizere pasa
review_pet_supplies_36_5	pr02	Are you a professional dog groomer?	Jeste li profesionalni frizer za pse?
review_pet_supplies_36_5	pr02	Want to become one?	Želite li postati?
review_pet_supplies_36_5	pr02	Then get this book!This book, along with the companion "Theory of five" are essential books for the groomer's collection.	Onda nabavite ovu knjigu! Ova knjiga, zajedno s pratećom „Theory of five”, ključna je knjiga za vašu kolekciju.
review_pet_supplies_36_5	pr02	Covering a vast number of dog breeds, it shows the standard pattern and cuts of these breeds and in some cases, such as poodles, scotties and those with slightly more "complicated cuts" it goes into a great deal of depth with detail and advice.Brilliant book!	U njoj se pokriva velik broj pasmina, pokazuju standardne frizure i načini njihova šišanja i, u nekim slučajevima, primjerice za pudlice, škotske ovčare i pasmine koje je kompliciranije šišati, ulazi u dubinu i navode se brojni detalji i savjeti. Izvanredna knjiga!
review_pet_supplies_36_5	pr02	A Must.	Morate je imati.
review_pet_supplies_38_5	pr02	Extremely Informative	﻿Izuzetno informativno
review_pet_supplies_38_5	pr02	This is such a brilliant book!	Ovo je izvanredna knjiga!
review_pet_supplies_38_5	pr02	i was given this book as a reference guide while i trained as a professional groomer and found it so helpful and informative!	Dobio sam ovu knjigu kao priručnik na obuci za profesionalnog frizera za pse i bila mi je stvarno korisna i informativna!
review_pet_supplies_38_5	pr02	the instructions are detailed enough that it never leaves you stuck with a million questions but simple enough that anyone can understand it.	Upute su vrlo detaljne i nikad vam neće ostati milijun neodgovorenih pitanja, a istovremeno su dovoljno jednostavne da ih svatko može razumjeti.
review_pet_supplies_38_5	pr02	this is a must have book	Ovo je knjiga koju morate imati
review_pet_supplies_46_4	pr03	An AWESOME reference guide for any groomer	﻿ODLIČAN vodič za svaku osobu koja se bavi njegom i šišanjem pasa
review_pet_supplies_46_4	pr03	This is perhaps the best and most thourough book available for dog grooming.	Ovo je možda najbolja i najtemeljitija dostupna knjiga za njegu pasa.
review_pet_supplies_46_4	pr03	As a professional groomer, I reference it often!	Kao osoba koja se bavi njegom i šišanjem pasa, često bacim oko na ovu knjigu!
review_pet_supplies_46_4	pr03	My only complaint is the spiral binding.	Moja jedina pritužba je spiralni uvez.
review_pet_supplies_46_4	pr03	Perhaps because I use it so much..it has come loose and the pages are falling out.	Možda zato što je previše upotrebljavam... uvez se raspao i stranice ispadaju.
review_pet_supplies_46_4	pr03	That may be a testament to how good this book truly is!	To može poslužiti i kao dokaz za to koliko je ova knjiga zaista dobra!
review_pet_supplies_48_5	pr03	Groomer in Training	﻿Polaznik tečaja za njegu i šišanje pasa
review_pet_supplies_48_5	pr03	I am currently training to be a Groomer/Pet Stylist and this is the book my company uses in their grooming academy to train all groomers.	Trenutno pohađam tečaj za njegu/šišanje kućnih ljubimaca, a ovo je knjiga kojom se moja tvrtka koristi na tečaju za njegu i šišanje pasa u obuci svih polaznika.
review_pet_supplies_48_5	pr03	It is wonderful.	Ova je knjiga divna.
review_pet_supplies_48_5	pr03	It is very helpful to know that you can turn to any page in this book and find the breed of dog you are looking for.	Vrlo je korisno znati da možete okrenuti bilo koju stranicu u ovoj knjizi i pronaći pasminu koju tražite.
review_pet_supplies_48_5	pr03	There are also general instructions that apply to many breeds (ex: teddy bear heads, etc).	Postoje i opće upute koje se odnose na mnoge pasmine (npr. pasmine s glavama koje podsjećaju na medvjeđu, itd.).
review_pet_supplies_48_5	pr03	Directions are simple, yet detailed enough for anyone to understand.	Upute su jednostavne, ali dovoljno detaljne da ih svatko razumije.
review_pet_supplies_48_5	pr03	A must have for groomers and pet stylists!	Ovu knjigu moraju imati sve osobe koje se bave njegom i šišanjem kućnih ljubimaca!
review_pet_supplies_64_5	pr03	Grooming Notes	﻿Šalabahter za njegu i uređivanje pasa
review_pet_supplies_64_5	pr03	As a self trained groomer, this was the best buy I've made in a long time.	Samoučen sam u njezi i šišanju pasa. Ova knjiga je najbolja stvar koju sam kupio u zadnje vrijeme.
review_pet_supplies_64_5	pr03	It's a wonderful reference guide and it makes my job a whole lot easier.	To je divan vodič i zaista mi olakšava posao.
review_pet_supplies_64_5	pr03	I can find everything I need if I have questions about a breed or the AKC standards for the breed.	Mogu pronaći sve što mi treba ako imam pitanja o pasmini ili standardima AKC-a za pasminu.
review_pet_supplies_91_1	pr04	Disappointing	﻿Razočaravajuće
review_pet_supplies_91_1	pr04	The theory of 5 book is not a definitive publication.	Knjiga Theory of 5 nije sveobuhvatna publikacija.
review_pet_supplies_91_1	pr04	It gives some easy guidelines and theories but does not delve deeper into proper technique.	Sadrži neke jednostavne smjernice i teorije, ali ne ulazi dublje u ispravnu tehniku.
review_pet_supplies_91_1	pr04	The pictures are atrocious and are barely worth looking at.	Slike su užasne i gotovo nisu vrijedne gledanja.
review_pet_supplies_91_1	pr04	I cannot recommend this volume to anyone but the most basic home pet owner.	Ne mogu preporučiti ovu knjigu nikome, osim najobičnijim vlasnicima kućnih ljubimaca.
review_pet_supplies_91_1	pr04	Significantly overpriced for the offered content.	Stvarno je preskupa za sadržaj koji se nudi.
review_pet_supplies_9_5	pr04	Every Cat owner's must have manual	﻿Priručnik koji svaki vlasnik mačke mora imati
review_pet_supplies_9_5	pr04	If you are a cat owner, or looking for a gift for a cat lover,  this is your book!	Ako imate mačku ili tražite poklon za ljubitelja mačaka, ovo je knjiga za vas!
review_pet_supplies_9_5	pr04	Its an opportunity to document all the important moments of the cat's life and in the process, the illustrations and narrative makes it a lot of fun!	Daje vam priliku da sačuvate sve važne trenutke u životu mačke i zabavno je uz popratne ilustracije i priče!
review_pet_supplies_9_5	pr04	So if you have a cat?	Imate mačku?
review_pet_supplies_9_5	pr04	You must have this book!	Morate nabaviti ovu knjigu!
review_pet_supplies_98_2	pr04	Book is not about sewing circles, but about putting circles on a quilt by applique	﻿Knjiga nije o šivanju krugova, nego o stavljanju krugova na poplun pomoću aplikacije
review_pet_supplies_98_2	pr04	I was hoping for tips on how to sew circles.	Nadala sam se savjetima o šivanju krugova.
review_pet_supplies_98_2	pr04	This book is all about attaching circles to the quilt with fusible webbing and using raw edge applique.	Ova knjiga je o pričvršćivanju krugova na poplun flizelinom i pomoću aplikacije s neobrađenim rubom.
review_pet_supplies_98_2	pr04	Not even any tips on applique.	Nema čak ni savjeta o aplikacijama.
review_pet_supplies_98_2	pr04	The good news is that the book is only 35 pages and didn't waste too much of my time.	Knjiga barem ima samo 35 stranica i nisam na nju potratila previše vremena.
review_sports+outdoors_133_1	pr02	The worst kit out there	﻿Najgori komplet koji postoji
review_sports+outdoors_133_1	pr02	I bought this from Walmart for the same price as Amazon.	Kupila sam ovo u Walmartu za istu cijenu kao na Amazonu.
review_sports+outdoors_133_1	pr02	On my first use, the cleaning rod broke at the extension point and the plastic handle came off on the other one.	Pri prvom korištenju šipka za čišćenje puknula je na produžetku, a s druge je otpala plastična drška.
review_sports+outdoors_133_1	pr02	I will never buy anything with Outers written on it.	Više nikad neću kupiti nešto na čemu piše Outers.
review_sports+outdoors_133_1	pr02	I am buying individual parts from Tipton and other reputable manufacturers to make my own cleaning kit.	Kupujem pojedinačne dijelove od Tiptona i drugih uglednih proizvođača i sastavit ću sama svoj komplet za čišćenje.
review_sports+outdoors_137_1	pr04	Missing parts, Cheaply made	﻿Nedostaju dijelovi, jeftina izrada
review_sports+outdoors_137_1	pr04	My kit arrived with parts missing.	Dobio sam komplet bez nekih dijelova.
review_sports+outdoors_137_1	pr04	Everything was in disarray, with just a few parts resting in their spots.	Sve je bilo razbacano, samo je nekoliko dijelova bilo na svojem mjestu.
review_sports+outdoors_137_1	pr04	After inspecting it and putting everything back where it belongs, I opted to send it back.	Nakon što sam ga pregledao i stavio sve na svoje mjesto, odlučio sam ga vratiti.
review_sports+outdoors_137_1	pr04	The parts feel chintzy and overall looks like a cheap  kit.	Dijelovi su izgledali loše kvalitete i komplet općenito izgleda jeftino.
review_sports+outdoors_137_1	pr04	I didn't even try to use it...just packed it up and sent it back.	Nisam ga ni pokušao upotrijebiti...samo sam ga zapakirao i poslao natrag.
review_sports+outdoors_137_1	pr04	What a disappointment.	Kakvo razočarenje.
review_sports+outdoors_146_2	pr01	spend the extra money on a better kit	﻿Uložite u bolji komplet
review_sports+outdoors_146_2	pr01	used it for a year or so and definitely have had to buy better equipment.	Koristila sam ga godinu dana i definitivno sam morala kupiti bolju opremu.
review_sports+outdoors_146_2	pr01	the skinny cleaning rod- snapped.. the thicker cleaning rod- also snapped.	Tanki je štap za čišćenje pukao, kao i deblji.
review_sports+outdoors_146_2	pr01	i'm not one to apply heavy force on these, they're just very soft/cheap.	Nemam običaj primjenjivati silu na njima, samo su veoma meki/jeftini.
review_sports+outdoors_146_2	pr01	the brushes are decent enough.	Četke su pristojne.
review_sports+outdoors_146_2	pr01	after spending cash on a nicer kit, i guess i learned my lesson.	Nakon što sam uložila u bolji komplet, valjda sam naučila lekciju.
review_sports+outdoors_146_2	pr01	if you have the funds skip and buy something a little nicer.	Ako imate sredstva, preskočite ovo i kupite nešto malo bolje.
review_sports+outdoors_181_1	pr01	Very Cheaply made product.	﻿Vrlo jeftino izrađen proizvod.
review_sports+outdoors_181_1	pr01	As I write this review this product is coming apart,most of the workmanship was glue together and taped with doublesided tape which is not sticking and this item has not even been used yet.	Dok pišem ovu recenziju, ovaj se proizvod raspada. Većim je dijelom sastavljen lijepljenjem ljepilom i obostranom ljepljivom trakom, za koju se ništa ne prima, a proizvod još nisam ni upotrebljavao.
review_sports+outdoors_181_1	pr01	I have not even had the oppurtunity to use this product to to countining to make repairs.Very unsatisfied with this item.	Nisam još niti imao priliku koristiti se ovim proizvodom jer ga moram neprestano popravljati. Veoma sam nezadovoljan ovim artiklom.
review_sports+outdoors_209_1	pr01	Cheap product	﻿Jeftin proizvod
review_sports+outdoors_209_1	pr01	Cheap product!	Jeftin proizvod!
review_sports+outdoors_209_1	pr01	Within two days of use it started to loose air where I found a pin size hole and is now no longer useable.	U dva dana upotrebe počeo je puštati zrak na mjestu gdje sam pronašao rupu veličine igle i sada više nije upotrebljiv.
review_sports+outdoors_209_1	pr01	You could buy the same product (also made in china) at local stores for 1/4 the price.	Isti se proizvod (također proizveden u Kini) može kupiti u lokalnim trgovinama za jednu četvrtinu ove cijene.
review_sports+outdoors_209_1	pr01	I would not recommend this product.	Ne bih preporučio ovaj proizvod.
review_sports+outdoors_22_5	pr02	I'm not opposed to this resistance!	﻿Ne protivim se ovakvom otporu!
review_sports+outdoors_22_5	pr02	I worked out once back in '08.	Vježbao sam jednom 2008.
review_sports+outdoors_22_5	pr02	I picked up some 40 lb weights and was like - &#34;too easy&#34;.	Uzeo sam utege od 20 kilograma i pomislio – prelagano.
review_sports+outdoors_22_5	pr02	So then I grabbed some resistance bands and almost broke them.	Onda sam uzeo elastične otporne trake i skoro ih potrgao.
review_sports+outdoors_22_5	pr02	Now I've been recommended Black Mountain products because they are very durable.	Sad su mi preporučili proizvode Black Mountain jer su vrlo izdržljivi.
review_sports+outdoors_22_5	pr02	I've had a set of the 25 lb red resistance bands for 3 months now and they look as good as when I first got them after an hour of use every day except Sunday.	Već tri mjeseca imam set crvenih elastičnih otpornih traka od 10 kg i nakon jednosatnog korištenja svaki dan osim nedjeljom izgledaju jednako dobro kao kad sam ih kupio.
review_sports+outdoors_2_5	pr02	Works as well as the factory tool	﻿Radi jednako dobro kao tvornički alat
review_sports+outdoors_2_5	pr02	I had a factory Glock tool that I was using for my Glock 26, 27, and 17.	Imao sam tvornički alat za Glock koji sam koristio za svoje Glockove 26, 27 i 17.
review_sports+outdoors_2_5	pr02	I've since lost it and had needed another.	Nakon što sam ga izgubio, trebao sam novi.
review_sports+outdoors_2_5	pr02	Since I've used Ghost products prior, and know that they are reliable, I had decided to order this one.	Budući da sam i prije koristio Ghostove proizvode i znam da su pouzdani, odlučio sam naručiti ovaj.
review_sports+outdoors_2_5	pr02	Sure enough, this is just as good as a factory tool.	I zaista, jednako je dobar kao i tvornički alat.
review_sports+outdoors_29_4	pr02	Great set.	﻿Odličan komplet.
review_sports+outdoors_29_4	pr02	I like it but I have to say I wish they included a way to &#34;loop&#34; the band over something to be able to do pull-down or back exercises.	Sviđa mi se, ali moram reći da bih volio da postoji način da se traka omota oko nečega da mogu raditi vježbe povlačenja ili vježbe za leđa.
review_sports+outdoors_29_4	pr02	I ended up using the &#34;ankle&#34; attachment to do that and works for me.	Na kraju sam iskoristio dodatak za zglobove u tu svrhu i meni odgovara.
review_sports+outdoors_29_4	pr02	Quality is great and would definitely see this lasting me a long time.	Kvaliteta je odlična i vjerujem da ću dugo koristiti ovaj komplet.
review_sports+outdoors_29_4	pr02	I love the carabineer because you can use 2 or more at the same time with the handles once you get stronger.	Sviđa mi se karabiner jer možete upotrebljavati dva ili više komada istovremeno s drškama kad ojačate.
review_sports+outdoors_3_4	pr03	It's a punch, that's all.	﻿To je alat za rastavljanje, ništa više.
review_sports+outdoors_3_4	pr03	If you don't have a 3/32 punch or would like to have one in your Glock bag, this is okay.	Ako nemate alat za rastavljanje Glocka veličine 3/32 ili ga želite imati, ovo je u redu.
review_sports+outdoors_3_4	pr03	The butt end of it is handy for pushing pins back in place.	Stražnji je dio praktičan za guranje klinova natrag na mjesto.
review_sports+outdoors_3_4	pr03	If you already have a 3/32 punch and don't need another, don't both with this one.	Ako već imate alat za rastavljanje veličine 3/32 i ne trebate drugi, nemojte se zamarati s ovim.
review_sports+outdoors_36_5	pr03	Quick and easy and economical	﻿Brzo, jednostavno i ekonomično
review_sports+outdoors_36_5	pr03	This was a great surprise for the money.	Ovo je bilo ugodno iznenađenje za novac.
review_sports+outdoors_36_5	pr03	I looked at resistance band workouts on YouTube and decided to try it out.	Pogledala sam treninge s elastičnom trakom za otpor na YouTubeu i odlučila je isprobati.
review_sports+outdoors_36_5	pr03	At this price why not?	Po ovoj cijeni, zašto ne?
review_sports+outdoors_36_5	pr03	I really feel like I had a good workout after my first try.	Stvarno se osjećam kao da sam odradila dobar prvi trening.
review_sports+outdoors_36_5	pr03	The door anchor worked great.	Sidro na vratima sjajno je radilo.
review_sports+outdoors_36_5	pr03	I'm 71 and keeping big equipment around the house is just not possible.	Imam 71 godinu i teška oprema kod kuće ne dolazi u obzir.
review_sports+outdoors_36_5	pr03	This I just keep in my night stand and any time I've got some extra minutes I do a little workout.	Traku ću držati u noćnom ormariću i svaki put kad budem imala pet minuta vremena, malo ću vježbati.
review_sports+outdoors_36_5	pr03	Pleasantly surprised and pleased.	Ugodno sam iznenađena i zadovoljna.
review_sports+outdoors_36_5	pr03	I highly recommend.	Preporučujem.
review_sports+outdoors_40_1	pr03	Broke extrememly fast, inconvenient.	﻿Izuzetno se brzo potrgala, nepraktična je.
review_sports+outdoors_40_1	pr03	The red band(heaviest resistance) started tearing the first time I used it, so for obvious reason I stopped and tried the black one.	Crvena elastična traka (koja pruža najveći otpor) počela se trgati pri prvoj upotrebi, pa sam iz očitog razloga odustala od crvene trake i isprobala crnu.
review_sports+outdoors_40_1	pr03	The black one lasted fine for the exercise, but the next day it started ripping in the same place as the red one.	Crna je izdržala taj trening, ali sutradan se počela trgati na istom mjestu kao i crvena.
review_sports+outdoors_40_1	pr03	I will not use the other colors as they simply do not have enough resistance.	Neću upotrebljavati trake druge boje jer jednostavno ne pružaju dovoljno otpora.
review_sports+outdoors_40_1	pr03	A big minus is that this set has only one pair of handles and to switch from one handle to another is a big inconvenience and a waist of time.	Veliki minus je da ovaj komplet ima samo jedan par ručki, a prebacivanje s jedne trake na drugu izrazito je nepraktično i gubitak je vremena.
review_sports+outdoors_43_2	pr04	Band Discoloration	﻿Traka gubi boju
review_sports+outdoors_43_2	pr04	As most exercise products, these were used a few times, and stored away in the bag for a few months.	Kao i većinu pomagala za vježbanje, upotrijebila sam ih nekoliko puta i spremila u torbu na nekoliko mjeseci.
review_sports+outdoors_43_2	pr04	I took them out to start using them again after a car accident has kept me off the free weights, and the bands are starting to discolor and fade.	Izvadila sam ih da bih ih ponovno počela upotrebljavati jer nisam mogla vježbati sa slobodnim utezima nakon automobilske nesreće, no trake počinju gubiti boju i blijediti.
review_sports+outdoors_43_2	pr04	Makes me nervous that the integrity of the rubber is weakening...	Brine me da guma počinje popuštati...
review_sports+outdoors_5_4	pr04	Ok,tool does what a regular punch does.	﻿Ok, alat funkcionira kao i običan izbijač.
review_sports+outdoors_5_4	pr04	I purchased this thinking maybe I need a special tool to easily pop off my base plates for my magazines, but it does the same as a regular punch tool.	Kupio sam ovo jer sam mislio da mi je možda potreban poseban alat kako bih lako skinuo bazne ploče sa spremnika, ali funkcionira isto kao i običan alat za izbijanje.
review_sports+outdoors_5_4	pr04	Glock mags are a pain to get the base plates off.	Stvarno je teško skinuti bazne ploče sa spremnika za Glock.
