abcnews.306755	st01	Warren plans to take a 'hard look' at running for president	Warren planira ozbiljno razmisliti o kandidaturi za predsjednicu
review_toys-and-games_23_5	st16	Very nice for time destraction.	Sjajno za razonodu. 
review_toys-and-games_23_5	st16	Bought for my 14 year old niece.	Kupio za svoju 14-godišnju nećakinju. 
review_toys-and-games_23_5	st16	Although she would rather have a controller or keyboard in her hand, I at times I give her this for a &#34;technology break&#34;!	Iako bi ona radije držala upravljač ili tipkovnicu u rukama, s vremena na vrijeme dajem joj ovo da se „odmori od tehnologije“!
review_toys-and-games_24_5	st10	Now I don't have to grow up	Ne moram odrasti zahvaljujući ovoj bojanki
review_toys-and-games_24_5	st10	I can color right along with my grandchildren, without feeling intellectually compromised at the project.	Mogu bojati zajedno s unucima, a da se pritom ne osjećam intelektualno ugroženo.
review_toys-and-games_24_5	st10	This book is so amazing that I have used some of the designs for stained glass windows.	Ova je knjiga toliko divna da sam nekoliko uzoraka upotrijebila za oslikavanje stakla.
review_toys-and-games_24_5	st10	I highly recommend this for anyone who does not want to grow out of a favorite pasttime.	Toplo preporučujem svima koji se ne žele odvojiti od svoje omiljene aktivnosti.
review_toys-and-games_254_2	st14	This game is boring.	﻿Ova igra je dosadna.
review_toys-and-games_254_2	st14	The quality of the pieces is really nice.But there is little interaction between the players and there isn't any rhyme or reason to the difficulties of the monsters and no way to improve your characters.	Kvaliteta komponenata je jako dobra. Ali malo je interakcije među igračima, razine težine čudovišta nemaju smisla i nema načina da se poboljšaju likovi.
review_toys-and-games_254_2	st14	So if you are just interested in a luck-fest, this is the game for you.	Pa ako vas zanima samo igra na sreću, ovo je igra za vas.
review_toys-and-games_331_1	st17	became a mess	nastao je kaos
review_toys-and-games_331_1	st17	Started out as a great road trip activity for my 5 yro  but after the 2 yro used it, it became a mess.	Isprva je za mog petogodišnjaka to bila super aktivnost dok putujemo, ali nakon što se moj dvogodišnjak igrao s tim, nastao je kaos.
review_toys-and-games_331_1	st17	The stix became stuck together or had hairs stuck to them.	Štapići se se slijepili ili se kosa za njih zalijepila.
review_toys-and-games_331_1	st17	It doesn't come with a reusable bag or anything so they are all stuck in a big ball to the top of the book right now - neither my kids nor I want to deal with organizing them.	Ne dobije se vrećica za višekratnu upotrebu niti išta slično pa se sve slijepilo u jednu veliku loptu koja sad stoji na toj knjizi - ni meni ni djeci se ne da ponovno sve razvrsati.
review_toys-and-games_3_5	st06	love this!	Obožavam.
review_toys-and-games_3_5	st06	Both sides are magnetic.	Obje su strane magnetske.
review_toys-and-games_3_5	st06	A real plus when you're entertaining more than one child.	Zaista prednost kad se igrate s više djece.
review_toys-and-games_3_5	st06	The four-year old can find the letters for the words, while the two-year old can find the pictures the words spell.	Četverogodišnjak može tražiti slova za riječi dok dvogodišnjak traži slike koje te riječi predstavljaju.
review_toys-and-games_3_5	st06	(I bought letters and magnetic pictures to go with this board).	(Kupila sam slova i magnetske sličice koje idu uz ovu ploču).
review_toys-and-games_3_5	st06	Both grandkids liked it a lot, which means I like it a lot as well.	Oboje unučadi se jako svidjela, što znači da se i meni jako sviđa.
review_toys-and-games_3_5	st06	Have not even introduced markers, as this will be used strictly as a magnetic board.	Nisam im još ni pokazala markere jer ćemo je koristiti isključivo kao magnetsku ploču.
review_toys-and-games_531_2	st03	Battery died right away.	Baterija je odmah crkla.
review_toys-and-games_531_2	st03	I would love to give this a higher review.	Volio bih ovome dati višu recenziju da mogu.
review_toys-and-games_531_2	st03	It seems like such a great concept and I was so excited to get it for my son.	Čini se kao odličan koncept i bio sam toliko uzbuđen što ću ga kupiti svome sinu.
review_toys-and-games_531_2	st03	But the battery died 2 days after we got it and of course it takes a small expensive specialty battery.	No baterija je crkla dva dana nakon što smo ga kupili, a naravno da treba malu, skupu, specijaliziranu bateriju.
review_toys-and-games_531_2	st03	Not impressed.	Nije me dojmilo.
review_toys-and-games_5_4	st09	Great to have so he can play with his alphabet ...	Super je da se može igrati svojim...
review_toys-and-games_5_4	st09	I have a stainless steel refrigerator therefore there are not much space for my son to play with his magnet.	Imam frižider od nehrjđajućeg čelika, pa nema baš puno mjesta gdje se moj sin može igrati svojim magnetima.
review_toys-and-games_5_4	st09	Brought this for him to put his magnet on.	Kupila sam ovo da ima gdje stavljati magnete.
review_toys-and-games_5_4	st09	He enjoys sticking his magnet on it.	Voli stavljati magnete na to.
review_toys-and-games_5_4	st09	Great to have so he can play with his alphabet magnets.	Super je to imati da se može igrati svojim magnetima u obliku slova.
review_toys-and-games_587_1	st12	creepy elf - extras is like investing in skylanders or disney xfinity	jezivi vilenjak – kupnja dodataka ravna je ulaganju u skylanders ili disney infinity
review_toys-and-games_587_1	st12	Here's a creepy little elf and a book.	Jezivi mali vilenjak i knjiga.
review_toys-and-games_587_1	st12	If you want the elf to cook and buy all the accessories its like buying skylanders or Disney xfinity.	Ako želite da vilenjak kuha i ostale dodatke, bit će kao da kupujete dodatke za skylanders ili Disney infinity 
review_toys-and-games_587_1	st12	Every little extra thing costs at least 20.00.	Svaki dodatak košta najmanje 20.
review_toys-and-games_587_1	st12	This is awful quality too.	Kvaliteta je također niska.
review_toys-and-games_587_1	st12	I would not recommend thistle anyone.	Ne bih ovo preporučio nikome.
review_toys-and-games_587_1	st12	Save your money and buy a nice advent calendar instead - I suggest a LEGO advent calendar!	Uštedite novce i radije kupite dobar adventski kalendar – predlažem LEGO adventski kalendar!
review_toys-and-games_615_2	st13	I hate that these are so expensive	Grozno je što su tako skupe
review_toys-and-games_615_2	st13	My Grandson got this and because of the movie, he got this one, but all my Great Grands got one cheaper and IMHO better because the arms and legs were wire and extremely posable.	Moj je unuk ovo kupio i zbog filma je odabrao baš ovu, no svi moji ostali unuci dobili su jeftiniju verziju i, po mom skromnom mišljenju, bolju jer su ruke i noge napravljene od žice pa se mogu micati.
review_toys-and-games_615_2	st13	However, my Grandson (9 yrs old) loved this elf and his Momand Dad had fun using the concept during the Holidays.	Međutim, moj unuk (9 godina) obožava svog vilenjaka, a njegovi su se mama i tata tijekom blagdana zabavili s ovim konceptom.
review_toys-and-games_9_4	st02	A must have for any homeschooling classroom !	Must have prozivod za svaku učionicu za školovanje kod kuće !
review_toys-and-games_9_4	st02	This is good product to have with unlimited possibilities.	Ovo je odličan proizvod s beskrajnim mogućnostima
review_toys-and-games_9_4	st02	I also ordered the magnetic letters & numbers by Melissa & Doug.	Još sam naručila magnet slova i brojeve od Melisse & Douga.
review_toys-and-games_9_4	st02	The dry erase has to be erased quickly or they tend to leave marks.	Bijelu ploču treba brzo obrisati inače ostaju tragovi.
review_toys-and-games_9_4	st02	Also, the magnet is not very strong.	Ni magnet nije baš jak.
review_toys-and-games_9_4	st02	It's a nice size & works very well for our needs.	Dobre je veličine i odlično radi za naše potrebe.
review_video-games_13_5	st20	AMAZING COMPANY	VRHUNSKA TVRTKA
review_video-games_13_5	st20	Such fast shipping, games is such great condition she even included two extra's so nice of her.Now all i have to do is start up my old windows 2000 to play it and ill be happy as a puppy with a chew toy :)i recommend everyone to buy from this company they are so nice, lovely little messages included and made my day so much better seeing how awesome this person/company is.	Tako brza dostava, igre su u tako dobrom stanju čak je uključila dvije dodatne jako lijepo od nje.Sada samo moram upaliti svoj stari windows 2000 i zaigrati i bit ću sretan kao štene s novom igračkom :) preporučam svima da kupuju od ove tvrtke tako su dobri, uključili su i poruku i uljepšali mi dan puno je ljepše vidjeti kako je ova osoba/tvrtka super.
review_video-games_16_5	st19	Great math game for your little Star Wars fan	﻿Odlična matematička igrica za male fanove Ratova zvijezda.
review_video-games_16_5	st19	My son who hates doing math loves to play this game.	Moj sin, koji mrzi matematiku, obožava ovu igricu. 
review_video-games_16_5	st19	I like the fact that you can also have two players so I can play against him to see his progress.You can adjust the voice and music volumes separately and it plays on my Windows XP which I know some have had an issue with.	Sviđa mi se što postoji opcija za dva igrača, tako da mogu igrati s njim i pratiti kako napreduje. Možeš odvojeno podesiti jačinu zvuka i muzike i meni radi na Windows XP-u, s kojim znam da su ljudi imali problema.
review_video-games_17_5	st18	Great game!	﻿Odlična igra!
review_video-games_17_5	st18	My seven year old has had a lot of fun with this game while learning math at the same time!	Moj sedmogodišnjak ovom se igricom odlično zabavlja, a istovremeno i uči matematiku!
review_video-games_17_5	st18	Bought it for him when he was in kindergarten and he still loves to play it.	Kupio sam mu je dok je još bio u vrtiću i još uvijek ju voli igrati.
review_video-games_17_5	st18	No problems with the noise of this game - no noisier than any other PC game.	Kod ove igrice nećete imati problema s bukom – nije bučnija od bilo koje druge igrice za računalo.
review_video-games_18_2	st17	UGHHHH!!!	UFFFFFF!!!
review_video-games_18_2	st17	The game doesn't save at all and that's really irritating because you can't turn your computer off without it completely deleting your progress.	Igrica se uopće ne može spremiti i to je jako iritantno jer ne možeš ugasiti kompjuter bez da u potpunosti izgubiš ostvareni napredak u igrici.
review_video-games_18_2	st17	Also it turns on and off randomly so when you exit the game all of a sudden it pops back up again.	Također se pali i gasi bez pravila, tako da ako se izađe iz igrice, samo se odjednom ponovno upali.
review_video-games_18_2	st17	My six year old  thinks it's fun but he gets frustrated with it.	Moj šestogodišnjak misli da je to smiješno, ali i njega to frustrira.
review_video-games_20_1	st16	Hurts my ears.	﻿Bole me uši od ovoga.
review_video-games_20_1	st16	Came across this accidentally and took it home to play--thought it might be a good gift for a seven year old I know.	Naletio sam slučajno na ovo i uzeo kući da igram – mislio sam da bi mogao biti dobar poklon za sedmogodišnjaka kojeg poznajem.
review_video-games_20_1	st16	Games are fun, so far as I could stand the decibel level.	Igre su bile zabavne, barem dok sam mogao podnijeti volumen.
review_video-games_20_1	st16	For me to hear the voices, the music was so loud that the total sound hurt my ears.	Nisam mogao čuti glasove, muzika je bila preglasna i od svog tog zvuka me bole uši. 
review_video-games_20_1	st16	If the relative loudness of the music and voices were reversed, this would be a better product.	Da je relativna glasnoća muzike i glasova obrnuta, ovo bi bio bolji proizvod.
review_video-games_21_4	st15	Great pack!!	﻿Odličan paket igara!!
review_video-games_21_4	st15	I had wanted to complete my collection of NFS, and this pack just had a title that didn't have yet ... worth mentioning that for the price you sold it, was impossible not buy it, no matter if I already had two of three games.Regrets that only deliver in the USA but the shipping is fast!.With offers how are you, I always buy on Amazon.	Htio sam upotpuniti svoju NFS zbirku, a ovaj je paket igara baš uključivao igricu koju još nisam imao... valja spomenuti i to da je za cijenu za koju ste ovo prodavali bilo nemoguće ne kupiti ga, neovisno o tome što sam već imao dvije od tri igrice koje su u njemu. Šteta što dostavljate jedino u SAD, ali dostava je bila brza! S ponudama poput ovih, uvijek kupujem na Amazonu.
review_video-games_2_5	st14	Love the game	﻿Igra je odlična
review_video-games_2_5	st14	I want to start off by saying I have never played the Call of Duty games.	Prvo želim reći da nikad nisam igrao igre iz serije Call of Duty.
review_video-games_2_5	st14	This is only the second first person shooter game that I have own.	Ovo je tek druga first person shooter igra koju posjedujem.
review_video-games_2_5	st14	I think it is a lot of fun.	Mislim da je jako zabavna.
review_video-games_2_5	st14	Has good graphics and nice story line.	Grafika je dobra i radnja je zanimljiva.
review_video-games_2_5	st14	It does take some skill to get through the levels.	Potrebna je određena razina vještine da se prođu svi nivoi.
review_video-games_2_5	st14	I think all players can enjoy this game.	Mislim da u ovoj igri mogu uživati svi igrači.
review_video-games_2_5	st14	There are three levels to choose from based on your skill level.	Možete birati između tri nivoa ovisno o vašoj razini vještine.
review_video-games_2_5	st14	If your looking for first person shooter game that has current military type play than this is a good buy.	Ako tražite first person shooter igru koja ima suvremen vojni način rada, s ovom nećete pogriješiti.
review_video-games_33_5	st13	Great game still!	Još uvijek sjajna igra!
review_video-games_33_5	st13	I had this game as a kid in the 90s and played it religiously with my sisters around our Windows 95 PC.	Ovu sam igru imao kao dijete u devedesetima te sam je neprestano igrao sa svojim sestrama oko našeg računala Windows 95.
review_video-games_33_5	st13	I recently bought it for my cousin's 6th birthday because I want her to build better computer and problem solving skills.	Nedavno sam je kupio svojoj rođakinji za njen 6. rođendan jer želim da razvije bolje računalne vještine i vještine rješavanja problema.
review_video-games_33_5	st13	Computers and games have definitely evolved since then, but this is timeless game that helps kids develop those skills in a fun way without math equations and spelling.	Računala i igre su se otad apsolutno razvili, no ovo je bezvremenska igra koja djeci pomaže razvijati ove vještine na zabavan način bez matematičkih jednadžbi i slovkanja.
review_video-games_33_5	st13	Watching her play brought back really fond memories and made me want to play again.	Dok sam je gledao kako igra, u meni su se probudila lijepa sjećanja zbog kojih sam je opet htio zaigrati.
review_video-games_33_5	st13	&#34;Whoever you are.... MAKE ME A PIZZA!&#34;	&#34;Tko god da jesi.... NAPRAVI MI PIZZU!&#34;
review_video-games_40_1	st12	disappointed momma	razočarana mama
review_video-games_40_1	st12	Ordered this for my son and was very disappointed when it did not work on our brand new CPU.	Naručila sam ovu igru za svog sina i bila sam jako razočarana kad ju nije mogao pokrenuti na našem novom računalu.
review_video-games_40_1	st12	It appears it was not compatible with our system software.	Izgleda da nije kompatibilna s našim sistemskim softverom.
review_video-games_40_1	st12	My son tried it on two relative's CPU, and it did not work on theirs.Good thing I paid only $4.	Moj sin pokušao ju je pokrenuti na dva računala naših rođaka i ni na njima nije funkcionirala.Dobro što sam ju platila samo 4$.
review_video-games_41_1	st10	Complete waste of time and money.......	Čisto bacanje vremena i novca .......
review_video-games_41_1	st10	This game would not install on any of my seven computers.	Ovu igricu nisam mogao instalirati ni na jedno od svojih sedam računala.
review_video-games_41_1	st10	The installer is so dated that if it detects any hardware that it doesn't recognize (i.e.	Instalacijski program toliko je zastario da aborta hardver koji otkrije, a koji ne 
review_video-games_41_1	st10	modern hardware), it aborts.	prepoznaje (tj. moderni hardver).
review_video-games_41_1	st10	Tried all the user forum tricks I could find.	Isprobao sam sve trikove koje sam mogao naći na forumu. 
review_video-games_41_1	st10	None of them helped.	Ni jedan nije pomogao.
review_video-games_41_1	st10	Even the publisher has abandoned this game and no longer supports it.	Čak je i izdavač pustio i više ne podržava ovu igru.
review_video-games_41_1	st10	Complete waste.	Čisto sranje.
review_video-games_41_1	st10	Needless to say, my son was very dissappointed.	Ne moram ni reći da mi je sin bio strašno razočaran.
review_video-games_41_1	st10	Don't bother with this one.	Nemojte se ni truditi.
review_video-games_41_1	st10	It's deprecated software meant for deprecated hardware.	Radi se zastarjelom softveru za zastarjele hardvere.
review_video-games_54_1	st09	Civil war Game	Igra Civil war
review_video-games_54_1	st09	I don't know about the game because I can't play it.	Ne znam ništa o igri jer je ne mogu igrati.
review_video-games_54_1	st09	I have widows vista and I can download the instructions, but error comes up when I try to play the game.	Imam Windows Vistu i, iako mogu skinuti upute, pojavi se greška kada je želim igrati.
review_video-games_54_1	st09	I contacted Ageod and they said I am the only one haveing trouble.	Kontaktirao sam s Ageodom i rekli su mi da sam ja jedini koji ima ovaj problem.
review_video-games_54_1	st09	The internet says that Vista has a lot of game problems.	Na internetu piše da Viste često imaju probleme s igrama.
review_video-games_54_1	st09	I just wasted my money on this game.	Upravo sam potratio novce na ovu igru.
review_video-games_58_1	st07	Misleading	Ovo je obmana
review_video-games_58_1	st07	Nowhere in the description does it tell you that it won't run on any program newer than Windows 98.	Nigdje u opisu ne piše da ne radi na programima novijim od programa Windows 98.
review_video-games_58_1	st07	I built a gaming computer that would have cost over $3K if you could buy anything close to it in a retail environment so I know it isn't my machine.	Napravio sam računalo za igranje igrica koje bi koštalo više od 18.000 kn ako bi mogli kupiti išta slično u maloprodaji pa znam da nije moj uređaj.
review_video-games_58_1	st07	VERY disappointed as I am a very big Douglas Adams fan.	VRLO sam razočaran budući da sam veliki fan Douglas Adamsa.
review_video-games_66_1	st03	ANNO 2070	ANNO 2070
review_video-games_66_1	st03	I have been unable to play this game.	Nisam uspio pokrenuti igricu.
review_video-games_66_1	st03	Unisoft has made it unplayable if you are not a techno whiz.	Unisoft ju je napravio tako da se može igrati samo ako ste majstor za računala.
review_video-games_66_1	st03	( I have tried several times to get it up and running.)	(Pokušao sam je pokrenuti više puta.)
review_video-games_66_1	st03	I just want to play in my home not on the internet and for some reason it will not load on the computer.	Samo želim igrati offline doma, a iz nekog razloga mi je ne želi učitati na kompjuteru.
review_video-games_66_1	st03	I probably will never buy another UNI-SOFT game or product..	Vjerojatno nikada više neću kupiti Unisoftovu igricu ili proizvod.
review_video-games_7_5	st06	Best racing game	Najbolja trkača igrica
review_video-games_7_5	st06	i love this game i have had the best fun with this game if it does not work try it on a laptopif u like racing game you might like this.It is kinda old so be expecting that but other wise other than graphics it is grait	Obožavam ovu igricu, jako sam se zabavio igrajući je. Ako ne radi, pokušajte na laptopu. Ako volite trkaće igre, ova bi vam se mogla svidjeti. Malo je stara pa imajte to na umu, ali osim grafike, igrica je odlična.
rt.com.91337	st13	Macedonians go to polls in referendum on changing country's name	Makedonci izašli na izbore zbog referenduma o promjeni imena države
rt.com.91337	st13	Voters will vote Sunday on whether to change their country's name to the "Republic of North Macedonia."	Birači će u nedjelju glasati žele li promijeniti ime svoje države u "Republika Sjeverna Makedonija".
rt.com.91337	st13	The popular vote was set up in a bid to resolve a decades-long dispute with neighboring Greece, which has its own province called Macedonia.	Glasanje je pokrenuto u pokušaju da se riješi spor sa susjednom Grčkom koji traje već desetljećima jer Grčka ima vlastitu pokrajinu po imenu Makedonija.
rt.com.91337	st13	Athens has long insisted that its northern neighbor's name represents a claim on its territory and has repeatedly objected to its membership bids for the EU and NATO.	Atena je dugo ustrajala na tome da je ime njenog sjevernog susjeda težnja za njenim teritorijem te se više puta protivila njenom članstvu u EU-u i NATO-u.
rt.com.91337	st13	Macedonian President Gjorge Ivanov, an opponent of the plebiscite on the name change, has said he will disregard the vote.	Makedonski predsjednik Đorge Ivanov, protivnik plebiscitu o promjeni imena, je rekao da će zanemariti to glasanje.
rt.com.91337	st13	However, supporters of the referendum, including Prime Minister Zoran Zaev, argue that the name change is simply the price to pay to join the EU and NATO.	Međutim, pobornici referenduma, uključujući premijera Zorana Zaeva, kažu da je promjena imena samo cijena koju moraju platiti za ulazak u EU i NATO.
scotsman.133753	st14	Eilidh Doyle will be "voice for athletes" on Scottish Athletics board	﻿Eilidh Doyle bit će „glas atletičara" u odboru Škotskog atletskog saveza
scotsman.133753	st14	Eilidh Doyle has been elected to the board of Scottish Athletics as a non-executive director at the governing body's annual general meeting.	Eilidh Doyle izabrana je u odbor Škotskog atletskog saveza kao savjetodavni član na godišnjoj općoj sjednici tog upravljačkog tijela.
scotsman.133753	st14	Doyle is Scotland's most decorated track and field athlete and chairman Ian Beattie described the move as a great opportunity for those guiding the sport to benefit from her wide-ranging experience at international level over the past decade.	Doyle je najodlikovanija škotska atletičarka te je predsjednik Ian Beattie opisao taj potez kao sjajnu priliku za vodeće ljude atletike da profitiraju od njenog širokog iskustva na međunarodnoj razini tijekom prošlog desetljeća.
scotsman.133753	st14	"Eilidh has massive respect across the Scottish, UK and world athletics community and we are sure athletics in Scotland would benefit hugely by bringing her on to the board," Beattie said.	„Eilidh uživa veliko poštovanje u škotskoj, britanskoj i svjetskoj atletskoj zajednici te smo sigurni da će njezin dolazak u odbor donijeti veliko korist škotskoj atletici", izjavio je Beattie.
scotsman.133753	st14	Doyle said: "I am keen to act as a voice for athletes and I am hoping I can really contribute and help guide the sport in Scotland."	Doyle je rekla: „Radujem se tome što ću predstavljati glas atletičara i nadam se da mogu puno pridonijeti i pomoći upravljanju atletikom u Škotskoj."
scotsman.133753	st14	The American, who won the 200 metres and 400 metres at the 1996 Games in Atlanta among his total of four Olympic golds and is now a regular BBC pundit, was left unable to walk after suffering a transient ischemic attack.	Amerikanac, čija četiri olimpijska zlata uključuju ona na 200 i 400 metara na Olimpijskim igrama u Atlanti 1996., a danas je redoviti stručni komentator na BBC-u, izgubio je sposobnost hoda nakon što je pretrpio tranzitornu ishemijsku ataku.
scotsman.133753	st14	He wrote on Twitter: "A month ago today I suffered a stroke.	Na Twitteru je napisao: „Prije točno mjesec dana doživio sam moždani udar.
scotsman.133753	st14	I could not walk.	Nisam mogao hodati.
scotsman.133753	st14	Doctors said only time will tell if I will recover or to what degree.	Liječnici su rekli da će tek vrijeme pokazati hoću li se oporaviti i do koje mjere.
scotsman.133753	st14	Its been grueling work but made a full recovery, re-learned how to walk and today doing agility drills!	Bilo je veoma naporno, ali sam se potpuno oporavio, ponovno naučio hodati, a danas radim vježbe pokretljivosti!
scotsman.133753	st14	Thanks for the messages of encouragement!"	Hvala vam na porukama ohrabrenja!"
scotsman.133765	st15	Ayr 38 - 17 Melrose: Unbeaten Ayr go top	﻿Ayr - Melrose 38:17 Neporaženi Ayr penje se na vrh ljestvice
scotsman.133765	st15	Two late tries may have skewed the final result somewhat, but there is no doubt Ayr deserved to triumph in this wonderfully-entertaining Tennent's Premiership match of the day.	Dva pokušaja pred kraj utakmice mogla su ponešto izmijeniti rezultat, ali nema sumnje da je Ayr zasluženo pobijedio u današnjoj nevjerojatno zanimljivoj utakmici Tennent’s prvenstva.
scotsman.133765	st15	They now top the table, the only unbeaten side of the ten.	Sada su na vrhu ljestvice, jedini neporaženi tim od njih deset.
scotsman.133765	st15	In the end, it was their superior defence, as much as their better chance-taking, which carried the home side and coach Peter Murchie had every right to be pleased.	Na kraju, pobijedili su zbog bolje obrane, kao i uzimanja većih rizika, a trener Peter Murchie može se ponositi njihovim nastupom.
scotsman.133765	st15	"We've been tested over our games this far, and we're still unbeaten, so I have to be happy," he said.	„Testiralo nas se u dosadašnjim utakmicama, a i dalje smo neporaženi, tako da mogu jedino biti sretan“, rekao je.
scotsman.133765	st15	Robyn Christie of Melrose said: "Credit to Ayr, they took their chances better than we did."	Robyn Christie iz Melrosea rekao je: „Svaka čast Ayru, iskoristili su prilike bolje od nas.“
scotsman.133765	st15	Grant Anderson's 14th minute try, converted by Frazier Climo, put Ayr in front, but, a yellow card for Scotland cap Rory Hughes, released for the game by Warriors, allowed Melrose to make numbers tell and Jason Baggot grabbed an unconverted try.	Polaganje Granta Andersona u 14. minuti, uz pretvaranje Fraziera Clima, dovelo je Ayr u vodstvo, ali žuti karton za škotskog kapetana Rorya Hughesa iz utakmice s Warriorsima, omogućio je Melroseu realiziranje te prednosti u rezultatu te je Jason Baggot ostvario polaganje bez pretvaranja.
scotsman.133765	st15	Climo stretched the Ayr lead with a penalty, before, right on half-time, he scored then converted a solo try to make it 17-5 to Ayr at the break.	Climo je produžio vodstvo Ayra s kaznenim zgoditkom, prije nego je, malo prije poluvremena, ostvario je zgoditak i samostalno polaganje uz pretvaranje te osigurao rezultat 17:5 za Ayr na poluvremenu.
scotsman.133765	st15	But Melrose began the second half well and Patrick Anderson's try, converted by Baggot, reduced the leeway to five points.	Ipak, Melrose je dobro započeo drugu polovicu, a polaganje Patricka Andersona uz pretvaranje Baggota smanjilo je razliku na pet bodova.
scotsman.133765	st15	There was then a lengthy hold-up for a serious injury to Ruaridh Knott, who was stretchered off, and from the restart, Ayr surged further ahead through a Stafford McDowall try, converted by Climo.	Uslijedila je dugačka stanka zbog ozbiljne ozljede Ruaridha Knotta, kojeg su medicinski tehničari odveli s terena, a nakon nje je Ayr ostvario još veću prednost s polaganjem Stafforda McDowwalla uz Climovo pretvaranje.
scotsman.133765	st15	Ayr acting captain Blair Macpherson was then yellow-carded, and again, Melrose made the extra man pay with an unconverted Bruce Colvine try, at the end of a spell of fierce pressure.	Privremeni kapetan Ayra Blair Macpherson zatim je dobio žuti karton i Melrose je opet iskoristio igrača više s polaganjem Brucea Colvinea bez pretvaranja na kraju perioda žestokog pritiska.
scotsman.133765	st15	The home side came back, however, and when Struan Hutchinson was yellow-carded for tackling Climo without the ball, from the penalty line-out, MacPherson touched down at the back of the advancing Ayr maul.	Domaća strana je ipak uzvratila te kada je Struan Hutchinson dobio žuti karton za rušenje Clima bez lopte, u području za kazneni udarac, MacPherson je ostvario polaganje iza nadolazećeg mlina Ayra.
scotsman.133765	st15	Climo converted, as he did again almost from the restart, after Kyle Rowe gathered David Armstrong's box kick and sent flanker Gregor Henry away for the home side's fifth try.	Climo je napravio pretvaranje, kao i nakon početka druge polovice, nakon što je Kyle Rowe pokupio box kick Davida Armstronga i poslao krilo Gregora Henrya dalje za peto polaganje domaćeg tima.
scotsman.133783	st16	Health secretary writes to EU workers at NHS Scotland over Brexit fears	﻿Ministrica zdravstva obraća se radnicima iz EU-a Nacionalne zdravstvene službe u Škotskoj u vezi strahova zbog Brexita
scotsman.133783	st16	The Health Secretary has written to EU staff working in Scotland's NHS to express the country's gratitude and wish for them to stay on post-Brexit.	Ministrica zdravstva pisala je osoblju iz EU-a koje radi u škotskoj Nacionalnoj zdravstvenoj službi da izrazi zahvalnost svoje zemlje i želju da ostanu raditi i nakon Brexita.
scotsman.133783	st16	Jeane Freeman MSP sent a letter with less than six months to go until the UK withdraws from the EU.	Jeane Freeman, članica škotskog parlamenta, poslala je pismo manje od 6 mjeseci prije izlaska Ujedinjenog Kraljevstva iz EU-a.
scotsman.133783	st16	The Scottish Government has already committed to meet the cost of settled status applications for EU citizens working in its devolved public services.	Škotska vlada već se posvetila rješavanju financijskih troškova zahtjeva za boravišni status za građane EU-a koji rade u njegovim decentraliziranim javnim službama. 
scotsman.133783	st16	In her letter, Ms Freeman wrote: "Over the summer, negotiations between the UK and EU on withdrawal have continued, heading towards expected decisions this autumn.	U svojem pismu, Freeman je napisala: „Preko ljeta su se pregovori između UK-a i EU-a o povlačenju nastavili te vode k očekivanoj odluci ove jeseni.
scotsman.133783	st16	But the UK Government has also been stepping up its preparations for a possible no-deal scenario.	No vlada UK-a također se snažnije priprema i za mogući scenarij bez dogovora.
scotsman.133783	st16	I know this must be a very unsettling time for all of you.	Znam da ovo vrijeme zasigurno uznemiruje sve vas.
scotsman.133783	st16	That is why I wanted to reiterate now how much I value the contribution of every member of staff, regardless of their nationality.	Zato sam htjela ponoviti koliko cijenim doprinos svakog člana osoblja, bez obzira na nacionalnost.
scotsman.133783	st16	Colleagues from across the EU, and beyond, bring valuable experience and skills that strengthen and improve the work of the health service, and benefit the patients and communities we serve.	Kolege iz cijelog EU-a i izvan njega donose vrijedno iskustvo i vještine koje osnažuju i poboljšavaju rad zdravstvene službe te pogoduju pacijentima i zajednicama kojim služimo.
scotsman.133783	st16	Scotland is absolutely your home and we very much want you to stay here."	Škotska je u potpunosti vaš dom i istinski želimo da ostanete ovdje.“
scotsman.133801	st17	Rangers' Graham Dorrans optimistic ahead of Rapid Vienna clash	Graham Dorrans iz Rangersa optimističan uoči utakmice s Rapid Wienom
scotsman.133801	st17	Rangers host Rapid Vienna on Thursday, knowing that victory over the Austrians, following the impressive draw in Spain against Villarreal earlier this month, will put them in a strong position to qualify from Group G of the Europa League.	Rangersi će u utorak ugostiti Rapid Wien. Nakon impresivnog remija u Španjolskoj protiv Villarreala ranije ovog mjeseca, Rangersi znaju da će pobjedom nad Austrijancima imati dobre šanse da se kvalificiraju za skupinu G Europske lige.
scotsman.133801	st17	A knee injury prevented midfielder Graham Dorrans from making his first appearance of the season until the 2-2 draw with Villarreal but he believes Rangers can use that result as a springboard to greater things.	Zbog ozljede koljena, vezni igrač Graham Dorrans nije ostvario svoj prvi nastup u sezoni sve do remija 2-2 s Villarrealom, ali vjeruje da će Rangersi iskoristiti taj rezultat kao odskočnu dasku za veće uspjehe.
scotsman.133801	st17	"It was a good point for us because Villarreal are a good side," said the 31-year-old.	"To je bio važan bod za nas jer je Villarreal dobra momčad", izjavio je tridesetjednogodišnjak.
scotsman.133801	st17	"We went into the game believing we could get something and came away with a point.	"Ušli smo u igru s uvjerenjem da bismo nešto mogli izvući iz nje, a završili smo s bodom.
scotsman.133801	st17	Maybe we could have nicked it in the end but, overall, a draw was probably a fair result.	Možda smo i mogli pobijediti na kraju, ali, sve u svemu, izjednačenje je vjerojatno pravedan rezultat.
