abcnews.306755	st8	Warren plans to take a 'hard look' at running for president	Элизабет Уоррен планирует рассмотреть свою кандидатуру на пост президента
review_movies+TV_252_1	st11	This is probably inevitable in that you unfortunately can't re-make something from that era with the same innocence and feel: not in an era where Christmas has become lifeless.	Похоже, уже нереально воссоздать что-то из той эпохи, такое же глубокое и невинное: Рождество стало каким-то безжизненным.
review_movies+TV_252_1	st11	Oops!	Упс!
review_movies+TV_252_1	st11	I said Christmas, I meant Happy Holidays!	Хотя, какое уж тут Рождество, скорее простые выходные с едва заметным намеком на праздник!
review_movies+TV_25_5	st11	It's about time...	Самое время…
review_movies+TV_25_5	st11	I can't believe how long it took &#34;them&#34; to get this wonderful Christmas show on DVD.	Поверить не могу, что DVD-релиза с этим прекрасным рождественским фильмом пришлось ждать так долго. 
review_movies+TV_25_5	st11	It's a modern (1930s America) twist on Charles Dickens' classic tale.	Это современный (Америка 1930х годов) взгляд на классическую историю Чарлза Диккенса.
review_movies+TV_25_5	st11	Winkler makes me hate his character as much as Alister Sim did in his portrayal of Scrooge in the 1951 production.	Потрясающая игра Уинклера заставила меня испытать самую настоящую ненависть к его персанажу, ему удалось создать такой же сильный образ Скруджа, как и Алистеру Симу в фильме 1951 года.
review_movies+TV_25_5	st11	Certainly one for your visual library.	Этот фильм определенно заслуживает местечка в вашей видеотеке.
review_movies+TV_26_5	st11	Fonzie as Scrooge	«Фонзи» в роли Скруджа
review_movies+TV_26_5	st11	Henry Winkler is a fine actor and this version of the famous story is proof positive.	Генри Уинклер – прекрасный актер, и его игра в этом ремейке знаменитой истории является прямым тому доказательством.
review_movies+TV_26_5	st11	He does and excellent job as Ebeneezer Scrooge.	Он превосходно справляется с ролью Эбенизера Скруджа.
review_movies+TV_26_5	st11	The story, of course, is the same as the other versions, but each remake brings a different interpretation by the actors and writers.	Разумеется, сюжет мало чем отличается от других версий, но и актеры, и сценаристы привносят свое уникальное видение в каждый ремейк.
review_movies+TV_26_5	st11	This one is fun and easy to watch.	Эта версия довольно забавная и смотрится на одном дыхании. 
review_movies+TV_26_5	st11	A fine family film.	Неплохой фильм для семейного просмотра.
review_movies+TV_274_2	st11	NOT REMASTERED!  How can they even claim this?	НЕ ПЕРЕЗАПИСАНО! Как у них язык повернулся такое утверждать?
review_movies+TV_274_2	st11	Wonderful ,program, heartwarming story, and the sh?^[EST PRESENTATION YET..	Чудесный,фильм, трогательная история но формат ПРОСТО ОТВРАТИТЕЛЬНЫЙ…
review_movies+TV_274_2	st11	This dvd is not restored...one...sengle.bit.	Диск не перезаписан…даже не.блиско.
review_movies+TV_274_2	st11	It is the same dark, muddled, dirty, bespeckled and trimmed copy we've seen on tv , video, and dvd, for what?	Ничем не отличается от той записи, которую нам показывали по телеку, такая же темная, размытая, нечеткая, в мелких точках и помехах, урезанная , ну и зачем нужны такие диски? 
review_movies+TV_274_2	st11	forty years?	Сорок лет?
review_movies+TV_274_2	st11	I was taken in, amazed and ecstatic that my favorite holiday special would now look as wonderful as it deserved to.	Новость о том, что мой любимый праздничный спецвыпуск наконец выйдет в качественном формате, как он того и заслуживает, привела меня в восторг.
review_movies+TV_274_2	st11	I'm tempted to take it back, but at least it's on a stand-alone dvd, instead of added as an afterthought to some Rankin-Bass collection of more &#34;famous&#34; specials.	Теперь же я борюсь с желанием сдать его обратно, но по крайней мере это отдельный диск, а не придаток к сборнику каких-нибудь “известных” спецвыпусков от  Ранкин Басс.
review_movies+TV_304_1	st11	Disturbing	Тяжелый фильм
review_movies+TV_304_1	st11	I can honestly say that this is my least favorite holiday movie.	Откровенно говоря, это мой самый нелюбимый праздничный фильм.
review_movies+TV_304_1	st11	As a child I remember being very upset by the images of Aaron losing his parents, being kidnapped and almost losing his sheep BaaBaa.	В детстве меня больше всего расстраивал образ Аарона, потерявшего своих родителей, похищенного и едва не лишившегося своей овцы БаБа.
review_movies+TV_304_1	st11	The best part of this movie is Aaron playing for baby Jesus and regaining his trust in people again otherwise, make sure you have a box of tissues when viewing this movie.	Лучшая часть фильма – Аарон, играющий младенца Иисуса, который вновь обретает веру в людей. Лучше подготовить бумажные платочки для просмотра этого фильма заранее.
review_movies+TV_439_1	st11	Still NOT completely remastered	Перезаписан НЕ полностью
review_movies+TV_439_1	st11	In the item notes for this DVD it claims it is remastered.	В примечаниях к DVD-диску говорится, что он перезаписан.
review_movies+TV_439_1	st11	Though it is not as poor quality as the 2004 DVD, it still has black dots and white scratches in the picture.	И пусть по сравнению с диском 2004 года качество не такое низкое, на изображении все еще присутствуют черные точки и белые помехи. 
review_movies+TV_439_1	st11	Is CBS the only place you can find the completely remastered version?	Полностью перезаписанную версию можно приобрести только у CBS?
review_movies+TV_439_1	st11	This is NOT worth $14.99, more like $4.99.	Она определенно не стоит 14,99 доллара, скорее уж 4,99 доллара.
review_movies+TV_439_1	st11	Remaster the thing or don't supply it.	Перезапишите как следует, или не продавайте
review_movies+TV_439_1	st11	:(	:(
review_movies+TV_500_1	st11	Not the original stories	Не соответствует первоначальной задумке
review_movies+TV_500_1	st11	I must agree with the other reviewers that this set is awful as it does no show the episodes in the original clifhanger form as shown on TV.	Придется согласиться с другими рецензиями – подборка и правда ужасна. Не осталось и следа от изначальной идеи с клиффхэнгерами, в какой форме сериал и показывали по телевизору.
review_movies+TV_500_1	st11	I will be the first in line to buy underdog when it is produced as it was ORIGINALLY shown with all the shorts like tennessee tuxedo and commander mcbragg and with the cliffhangers.	Я возглавлю очередь за покупкой «Underdog», когда выпустят его ОРИГИНАЛЬНУЮ  версию, как было задумано – со всеми короткометражками про Теннеси Смокинг и Командира Макбрагга, и, конечно же, с клиффхэнгерами.
review_movies+TV_500_1	st11	Come on guys give us the original show as it should be and this set will fly off the shelves.	Серьезно, ребят, дайте нам оригинальный сериал, какой он и должен быть и подборка разлетится, как горячие пирожки.
review_movies+TV_500_1	st11	Until then you can keep this junk.	Ну а пока можете оставить этот хлам себе.
review_musical-instruments_12_4	st11	It works great but I hardly use it.	Работает прекрасно, но я им почти не пользуюсь
review_musical-instruments_12_4	st11	I got it to have it if I needed it.	Товар покупался на всякий случай, вдруг пригодится.
review_musical-instruments_12_4	st11	I have found that i don't really need it that often and rarely use it.	Позже выяснилось, что в нем нет особой необходимости, да и не так уж и часто я им пользуюсь. 
review_musical-instruments_12_4	st11	If I was really good I can see the need.	Было бы понятнее, зачем он нужен, если бы у меня был хороший уровень. 
review_musical-instruments_12_4	st11	But this is a keyboard not an organ.	Но это просто клавиши, а не орган.
review_musical-instruments_17_4	st11	Durable Instrument Cable	Долговечный инструментальный кабель
review_musical-instruments_17_4	st11	This Fender cable is the perfect length for me!	Этот кабель от Фендер идеально подходит мне по длине!
review_musical-instruments_17_4	st11	Sometimes I find it a bit too long but I don't mind.	В некоторых ситуациях он даже длинноват, но это не страшно.
review_musical-instruments_17_4	st11	The build quality is great and I know that it will last.	Сборка качественная, сразу видно, что сделано на века. 
review_musical-instruments_17_4	st11	The only gripe I have with this cable is that the metal sleeve gets unscrewed way too easily, requiring me to tighten it often.Sound quality is not affected, and the color is cool, definitely try this cable out.	Единственный недостаток кабеля – металлическая оплетка легко раскручивается и приходится часто ее затягивать.На качество звука это не влияет, и цвет классный, обязательно попробуйте этот кабель.
review_musical-instruments_18_5	st11	fender 18 ft. Cali clear...	кабель фендер 5.5 метров California clear
review_musical-instruments_18_5	st11	wanted it just on looks alone...It is a nice looking cord...	покупался чисто из-за дизайна…Шнур выглядит шикарно…
review_musical-instruments_18_5	st11	I know it will perform...as for Sam Ash ...this cord was packed in a mailer inside another box with my Roc n Soc... his shipping team do great work..never any complaints from me...	С работой справится сто процентов…ну а кабель из магазина Сэм Эш упаковали и отправили вместе с моим стулом Roc n Soc… у них отличная служба доставки… никаких жалоб с моей стороны …
review_musical-instruments_18_5	st11	I love Sam Ash.. thanks Amazon	Я люблю Сэм Эш.. спасибо Амазону
review_musical-instruments_1_5	st11	good	работает хорошо. 
review_musical-instruments_1_5	st11	Not much to write about here, but it does exactly what it's supposed to.	Писать особо не о чем, товар исправно выполняет возложенную на него задачу.
review_musical-instruments_1_5	st11	filters out the pop sounds.	отфильтровывает звуковые помехи.
review_musical-instruments_1_5	st11	now my recordings are much more crisp.	с его помощью мои записи стали намного четче.
review_musical-instruments_1_5	st11	it is one of the lowest prices pop filters on amazon so might as well buy it, they honestly work the same despite their pricing,	это один из самых дешевых поп-фильтров на амазоне, и купив его, вы ничего не потеряете, поскольку принцип работы у них одинаковый вне зависимости от цены,
review_musical-instruments_24_5	st11	Quality cable!	Кабель качественный!
review_musical-instruments_24_5	st11	Got this cable to run a rockband keyboard controller to my M-audio profire 2626 to control midi in Pro Tools.	Кабель заказывался для контроллера rockband keyboard на звуковую карту  M-audio profire 2626 для регулировки midi-интерфейса в Pro Tools.
review_musical-instruments_24_5	st11	Works great!	Работает отлично!
review_musical-instruments_24_5	st11	Firm fit, solidly molded ends, reputable branded cable.	Надежная посадка, прочные штекеры, отлично зарекомендовавший себя кабель от известного производителя.
review_musical-instruments_24_5	st11	(a bit on the thin side, but i haven't seen to have any issue due to this or anything.	(немного тонковат, но проблем из-за этого вроде бы не возникало.
review_musical-instruments_24_5	st11	Couldn't go wrong for $5 at the time of my purchase and prime eligibility.	За 5 долларов лучше и быть не могло, да еще и товар попал под программу лояльности Амазон Прайм
review_musical-instruments_25_5	st11	I Got Great Pricing, But Still a Really Good Product	Хороший Продукт За Отличную Цену
review_musical-instruments_25_5	st11	When I was searching for MIDI cables for my ART X-15 foot controller, I came across these Hosa ones, and they were $2 dollars each!	В поисках МИДИ кабелей для моей педали управления ART X-15, мне попались эти кабели от  Hosa, они стоили всего по 2 доллара каждый!
review_musical-instruments_25_5	st11	As they are now $6, I realize I would still be happy with that price as well, as they are high quality plastic and metal connectors, and work flawlessly.	Сейчас они идут за 6 долларов, но я могу сказать, что они стоят своих денег, элементы кабеля выполнены из высококачественного пластика и метала, сам провод работает безупречно.
review_musical-instruments_25_5	st11	You must realize that they are only 5 feet, as I overestimated it and now wish they were longer.	Обратите внимание, длина кабеля всего полтора метра, мне казалось, они длиннее.
review_musical-instruments_25_5	st11	For any connection from racked sound modules, this will be perfect.	Идеально подойдут для подключения звуковых модулей.
review_musical-instruments_287_2	st11	It's OK but I wish I'd bought something else.	В принципе, товар неплохой, но лучше рассмотреть и другие варианты.
review_musical-instruments_287_2	st11	The handle and spring strength make this uncomfortable to place on the guitar, and I feel rushed to clamp on the capo because it's unpleasant to use - hurts the fingers.	Пружина и держатель слишком тугие, из-за этого каподастр неудобно крепить к гитаре, приходится делать все быстро, иначе – больно пальцам.
review_musical-instruments_287_2	st11	It's cheap and easy to use.	Но товар дешевый и простой в употреблении.
review_musical-instruments_287_2	st11	It'll do the job, but I don't like it.	Работу свою делает, но мне не нравится.
review_musical-instruments_3_5	st11	It Does The Job Well	Хорошо справляется с задачей
review_musical-instruments_3_5	st11	The primary job of this device is to block the breath that would otherwise produce a popping sound, while allowing your voice to pass through with no noticeable reduction of volume or high frequencies.	Главная задача фильтра – снижать звуковые помехи от дыхания человека, из-за которых возникают хлопающие звуки на записи, и при этом, сохранять громкость и частоту голоса.
review_musical-instruments_3_5	st11	The double cloth filter blocks the pops and lets the voice through with no coloration.	Двойной тканевый фильтр блокирует хлопки и позволяет записывать звук без окрашивания.
review_musical-instruments_3_5	st11	The metal clamp mount attaches to the mike stand secure enough to keep it attached.	Девайс достаточно надежно крепится металлическим зажимом к стойке микрофона.
review_musical-instruments_3_5	st11	The goose neck needs a little coaxing to stay where you put it.	Придется немного повозиться с гибким креплением, чтобы держалось неподвижно.
review_musical-instruments_409_1	st11	It distorts	Жестко искажает
review_musical-instruments_409_1	st11	This is a cheap piece of junk that does what it says, it distorts, You want something to make your guitar sound like junk, this will do it.	Этот хлам за три копейки делает в точности то, что и должен, он искажает, Вы хотите, чтобы ваша гитара звучала как кусок дерьма - тогда этот товар для вас.
review_musical-instruments_409_1	st11	Why pedals that make your guitar sound like a piece of junk are the most popular is beyond me.	Почему именно те педали, из-за которых звучание инструмента становится просто отвратительным, самые популярные, выше моего понимания.
review_musical-instruments_409_1	st11	This is not a boutique Distortion pedal like Hendrix would use.	Хендикс даже не взглянул бы на подобную Дисторшн педаль. 
review_musical-instruments_409_1	st11	Boutique and distortion are an oxymoron.These things are built with heavy metal, it should last, I kinda hope it doesn't(just kidding), you want distortion, you got distortion	Ее качество настолько далеко от брендовых аналогов насколько это возможно.Эти штуки делаются из металла, хватить должно на долго, но я вроде как надеюсь, что этого не произойдет(шутка), если вам нужно искажение – именно это вы и получите 
review_musical-instruments_414_1	st9	Beginners Beware	Новички, будьте внимательны
review_musical-instruments_414_1	st9	Here's the deal with this pedal.	Что могу сказать про эту педаль.
review_musical-instruments_414_1	st9	It is inexpensive and you can get a better pedal with barely a bit more money and sometimes a little less money.	Она недорогая, и можно купить педаль получше, которая будет не сильно дороже, а иногда и чуть дешевле.
review_musical-instruments_414_1	st9	In my opinion, for spending less than $100 for a distortion pedal, whether it is your first pedal or 700th pedal, a few more bucks will get you the MXR Badass distortion which has a much crisper tone to it.	На мой взгляд, если вы покупаете педаль дисторшн менее чем за 100 долларов, будь это ваша первая педаль или 700-я, добавьте несколько долларов и сможете купить педаль MXR Badass distortion, у которой намного более чёткий звук.
review_musical-instruments_483_2	st9	Dunlop The Original CryBaby Pedal	Педаль Dunlop The Original CryBaby
review_musical-instruments_483_2	st9	If you want your guitar to sound like Eddie Van Halen, Joe Satriani and other guitarists studio album guitar sound, then get a BOSS GT-10 (guitar multi effects processor) and install BOSS GT-10 Patches by James Limborg.	Если вы хотите, чтобы ваша гитара звучала как на альбомах Эдди Ван Халена, Джо Сатриани и других знаменитых гитаристов, приобретите гитарный процессор эффектов BOSS GT-10 и установите патчи BOSS GT-10 от Джеймса Лимборга.
review_musical-instruments_483_2	st9	Search Google for BOSS GT-10 Patches by James Limborg.	Поищите в Google «BOSS GT-10 Patches by James Limborg».
review_musical-instruments_51_2	st9	Cannot recommend	Не рекомендую
review_musical-instruments_51_2	st9	I didn't expect this cable to be so thin.	Не думал, что кабель окажется таким тонким.
review_musical-instruments_51_2	st9	It's easily 1/2 the thickness of any guitar cable I've used.	Он как минимум наполовину тоньше, чем другие гитарные кабели, которыми я когда-либо пользовался.
review_musical-instruments_51_2	st9	Not sure about long-term durability or signal loss/interference.	Не уверен насчёт его долговечности или стабильности сигнала/отсутствия интерференции сигналов.
review_musical-instruments_51_2	st9	If I had the foresight I'd spend a couple extra bucks on a thicker cable.	Если бы я знал, что кабель будет таким тонким, потратил бы ещё пару долларов и купил кабель потолще.
review_musical-instruments_51_2	st9	Still, it works and was inexpensive.EDIT: 6 months later and it's dead already.	Тем не менее, он работает и стоил недорого. ДОБАВЛЕНО: спустя 6 месяцев кабель сломался.
review_musical-instruments_51_2	st9	Wire frayed at the right angle jack.	Перетёрся провод у прямоугольного джека.
review_musical-instruments_51_2	st9	You get what you pay for.	Скупой платит дважды.
review_musical-instruments_53_1	st9	I have bought many cables and this one is the only one that gives me problems	Купил много кабелей, и этот – единственный, с которым у меня проблемы
review_musical-instruments_53_1	st9	It hums, crackles, and I think I'm having problems with my equipment.	Он гудит, трещит, и я думал, что проблема в моём оборудовании.
review_musical-instruments_53_1	st9	As soon as I use any of my other cords then the problem is gone.	Когда подключаю любой другой кабель, проблема исчезает.
review_musical-instruments_53_1	st9	Hosa makes some other products that have good value.	У «Hosa» есть качественные товары по хорошей цене.
review_musical-instruments_53_1	st9	But based on my experience I don't recommend this one.	Но по своему опыту конкретно этот я не рекомендую.
review_musical-instruments_547_2	st9	Too Big.	Слишком большие.
review_musical-instruments_547_2	st9	Sorry, I don't like these as they're just too big.	К сожалению, мне они не понравились, потому что они слишком большие.
review_musical-instruments_547_2	st9	They stand out too much.	Слишком заметные.
review_musical-instruments_547_2	st9	They do work and they're effective but they are too pronounced.	Они выполняют свою функцию, но слишком выделяются.
review_musical-instruments_547_2	st9	There are many good alternatives; strap gaskets, strap locks, undoing the pin and putting it straight into the guitar strap.	Есть много хороших альтернатив: стреплоки с прокладками, можно открутить держатель и насадить на него ремень гитары.
review_musical-instruments_547_2	st9	Again, they work, but they're not aesthetic nor elegant.	Повторюсь, свою функцию они выполняют, но смотрятся некрасиво и неэстетично.
review_musical-instruments_547_2	st9	I also got a gold set for my bass and now it looks like I should be wearing big purple platforms when I play.	Ещё я купил золотые для баса, и теперь, когда я играю, мне как будто не хватает только высоких фиолетовых платформ.
review_musical-instruments_547_2	st9	Not cool.	Не круто.
review_patio+lawn+garden_10_4	st9	Flexible hose as marketed....hope it lives up to the hipe!	Гибкий шланг, как и было в описании... надеюсь, оправдает ожидания!
review_patio+lawn+garden_10_4	st9	So far so good!	Пока что всё хорошо!
review_patio+lawn+garden_10_4	st9	I have not really had the time to test out the hose as it is cold weather time right now.	Я ещё не могу как следует протестировать шланг, так как погода сейчас холодная.
review_patio+lawn+garden_10_4	st9	I bought this Gilmour hose based on all the recommendations.	Купил этот шланг от «Gilmour» по положительным отзывам.
review_patio+lawn+garden_10_4	st9	I am looking forward to not having to wrestle the hose to use it.	Надеюсь, теперь не придётся устраивать бои со шлангом, чтобы просто его использовать.
review_patio+lawn+garden_11_4	st9	have you changed the rubber formula ????	вы изменили состав резины ????
review_patio+lawn+garden_11_4	st9	Hey Gilmore I have been buying your hoses for years and only your hoses.	Gilmore здравствуйте я много лет покупаю шланги только в вашей компании.
review_patio+lawn+garden_11_4	st9	You stand behind your product and provide great customer support..	Вы отвечаете за качество своих товаров и у вас очень хорошая клиентская служба..
review_patio+lawn+garden_11_4	st9	But I am only giving you 4 stars  because this hose and the 100 footer I bought  a few months back seem to kink more than my older Flexogens not sure why ?	Но я вам ставлю только 4 звезды  потому что этот шланг и другой на 100 футов который я купил  несколько месяцев назад перекручиваются сильнее чем мои старые шланги Flexogen не совсем понимаю почему так ?
review_patio+lawn+garden_147_2	st9	Had to return...	Пришлось вернуть...
review_patio+lawn+garden_147_2	st9	This pruner does not even remotely cut 1&#34; branches, wet or dry.	Этот секатор даже близко не режет ветки, ни влажные, ни сухие.
review_patio+lawn+garden_147_2	st9	Does not cut 3/4&#34; branches.	Не режет ветки.
review_patio+lawn+garden_147_2	st9	It may cut SOME 1/2&#34; dry branches but at least the one I received was not sharpened and I was forced to return it.	МОЖЕТ БЫТЬ какие-то и разрежет, но, по крайней мере, тот, который мне пришёл, был не заточен, и мне пришлось его вернуть.
review_patio+lawn+garden_147_2	st9	Have not decided on a new one yet, since I was so disappointed after reading all the great feedbacks and finding different.	Пока не знаю, буду ли заказывать новый, так как очень разочаровался после того, как прочёл положительные отзывы и получил не то, что ожидал.
review_patio+lawn+garden_14_5	st9	Just as hoped	Ожидания оправдались
review_patio+lawn+garden_14_5	st9	I was worried about getting a short one, but this serves my need just fine, as it accompanied by a longer and more troublesome one.	Переживал, что купил слишком короткий, но он отлично подошёл для моих нужд, так как уже есть один длинный и не такой удобный.
review_patio+lawn+garden_14_5	st9	I leave the sprinkler on it instead of switching heads - so much easier.	Я оставляю разбрызгиватель прямо на шланге, вместо того, чтобы менять насадки – так намного удобнее.
review_patio+lawn+garden_14_5	st9	slightly stiff to lay out, but if it weren't, I am sure it would kink.	немного туго раскладывать, но уверен, что в противном случае он бы перекручивался.
review_patio+lawn+garden_14_5	st9	I got it with the gilmore brass 2-way hose connector - an excellent pair for me	Купил вместе с латунным двухканальным распределителем фирмы Gilmore – отличное сочетание для моих задач.
review_patio+lawn+garden_15_5	st9	Gilmour makes great products	Gilmour выпускает отличную продукцию
review_patio+lawn+garden_15_5	st9	For everything I need for my lawn and garden work I try to find a Gilmour product.	Все принадлежности для газона и садовых работ стараюсь брать от Gilmour.
review_patio+lawn+garden_15_5	st9	They just can't be beat for the price and/or guarantee.	У них нет конкурентов по соотношению цена/качество и гарантийному обслуживанию.
review_patio+lawn+garden_15_5	st9	This hose is typical of a Gilmour item.	Этот шланг – типичный представитель продукции Gilmour.
review_patio+lawn+garden_15_5	st9	It is a strong and supple hose and like most other Gilmour products, comes with a lifetime guarantee.	Это прочный и гибкий шланг и, как и большинство других товаров от Gilmour, имеет пожизненную гарантию.
review_patio+lawn+garden_15_5	st9	I have cut hoses with my mower and they still replace them.	Я однажды порезал шланги газонокосилкой, и мне их всё равно заменили.
review_patio+lawn+garden_15_5	st9	Quite a company!	Отличная компания!
review_patio+lawn+garden_161_2	st9	Not For Hills	Для склонов не подойдёт
review_patio+lawn+garden_161_2	st9	I'm not sure how I missed that important point, but I did.	Не уверен, как я мог упустить эту важную деталь, но так получилось.
review_patio+lawn+garden_161_2	st9	I don't see that clearly mentioned from scott's, either.	Не вижу также, чтобы Scott's упомянули её в описании.
review_patio+lawn+garden_161_2	st9	This particular model with the four wheels makes it nearly impossible to use on hills.	Конкретно эту модель с четырьмя колесами практически невозможно использовать на склонах.
review_patio+lawn+garden_161_2	st9	It just doesn't have the leverage to cut the grass.	У неё просто не хватает мощности для резки травы.
review_patio+lawn+garden_161_2	st9	So I'm back to the mower.	Поэтому возвращаюсь к обычной газонокосилке.
review_patio+lawn+garden_161_2	st9	One thing I will say is that it cuts well on flat surfaces, but it does require a bit more effort than I thought to push.	Единственное, что скажу – это что она хорошо косит траву на ровной поверхности, но ее нужно толкать немного сильнее, чем я думал.
review_patio+lawn+garden_181_2	st9	Don't buy if your lawn is larger than 10 sq yards	Не покупайте, если площадь вашего газона больше 10 кв. ярдов
review_patio+lawn+garden_181_2	st9	Couldm't cut my grass very well.	Не смогла хорошо подстричь траву.
review_patio+lawn+garden_181_2	st9	Misses some spots because it just didn't cut it.	Пропустила несколько мест, потому что не смогла подстричь.
review_patio+lawn+garden_181_2	st9	if the grass is taller than 2 inches, this is not mower for you.	если трава выше 2 дюймов, то эта газоносилка не для вас.
review_patio+lawn+garden_181_2	st9	Need to spend the money and get something that works.	Придётся потратиться и приобрести что-то действительно рабочее.
review_patio+lawn+garden_19_5	st9	Gilmour 8-ply Flexogen Hose 25 Foot	Шланг Gilmour Flexogen 8 слоёв 25 футов
review_patio+lawn+garden_19_5	st9	This little hose was purchased to add on to my other 50 foot hose due to the very humid and oppressive weather this last month in the Northeast.	Покупал этот небольшой шланг в дополнение к другому шлангу на 50 футов, так как в прошлом месяце на северо-востоке была очень влажная и душная погода.
review_patio+lawn+garden_19_5	st9	It is very flexible and easy to handle and allows me total reach of the back perennial garden.	Он очень гибкий, с ним легко управляться, и он позволяет мне дотянуться даже до цветника на заднем дворе.
review_patio+lawn+garden_19_5	st9	i would recommend this hose	рекомендую этот шланг
review_patio+lawn+garden_1_4	st9	Great Hoses	Отличные шланги
review_patio+lawn+garden_1_4	st9	Good USA company that stands behind their products.	Хорошая американская компания, которая отвечает за свою продукцию.
review_patio+lawn+garden_1_4	st9	I have had to warranty two hoses and they send replacements right out to you.	Мне пришлось сдать два шланга по гарантии и они отправили мне замену.
review_patio+lawn+garden_1_4	st9	I had one burst after awhile, you could see it buldge for weeks before it went so no suprises.	Один из шлангов разорвало через некоторое время, несколько недель было вздутие на шланге перед тем, как он разорвался, так что ничего удивительного.
review_patio+lawn+garden_1_4	st9	The other one was winter related as I am bad and leave them out most of the time.	Другой повредился зимой, но я сам виноват, большую часть времени оставлял их на улице.
review_patio+lawn+garden_1_4	st9	Highly reccomend.	Очень рекомендую.
review_patio+lawn+garden_1_4	st9	Note the hundred footer is heavy and like wresting an anaconda when its time to put away, but it does have a far reach.	Обратите внимание, что шланг на сто футов тяжёлый и скручивать его – всё равно, что скручивать анаконду, но зато он достаёт до отдалённых участков.
review_patio+lawn+garden_247_1	st9	Kinked hose with vinyl separating - Returned!	Перекрученный шланг с отстающим винилом – возврат!
review_patio+lawn+garden_247_1	st9	I read the other reviewers who had similar problems before I bought this.	Читал отзывы других людей, у которых похожие проблемы, прежде чем купить.
review_patio+lawn+garden_247_1	st9	I also read the reviews raving about this hose.	Также читал гневные отзывы об этом шланге.
review_patio+lawn+garden_247_1	st9	Since these hoses are maid from remnants; I suppose its a matter of luck as to which hose you get.	Так как эти шланги делают из остатков материала, думаю, что либо вам повезет и попадётся хороший шланг, либо нет.
review_patio+lawn+garden_247_1	st9	My luck wasn't good.	Мне не повезло.
review_patio+lawn+garden_247_1	st9	The hose had permanent kinks and the vinyl skin had bubbles where it was separating from the hose.Returned it immediately.	Шланг был перекручен и не расправлялся, а на виниловой оболочке были пузыри в тех местах, где она отставала от шланга.Сразу оформил возврат.
review_patio+lawn+garden_334_1	st9	Useless trap, horrible design	Бесполезная ловушка, ужасная конструкция
review_patio+lawn+garden_334_1	st9	The coons steal the bait from this trap at will.	Еноты свободно вытаскивают приманку из ловушки.
review_patio+lawn+garden_334_1	st9	I've had to re-engineer the trigger to even trip as a bowling ball rolled into it wouldn't engage the trip at first.	Мне пришлось переделать пусковой механизм, чтобы он вообще начал срабатывать, потому что сначала он не срабатывал даже когда я закатывал туда мяч для боулинга.
review_patio+lawn+garden_334_1	st9	They advise putting bait past trip plate, but the coons just reach through the mesh and get the bait, another serious design flaw.	Советовали класть приманку подальше в клетку, но еноты просто просовывают лапы через ячейки сетки и достают приманку, это ещё один серьёзный недостаток конструкции.
review_patio+lawn+garden_334_1	st9	There are traps that work, this just in NOT one of those.	Есть ловушки, которые работают, но это НЕ одна из таких.
review_patio+lawn+garden_334_1	st9	Save your money!	Не тратьте деньги зря!
review_patio+lawn+garden_387_1	st9	Two different ones broke	Два разных сучкореза сломались
review_patio+lawn+garden_387_1	st9	The pruner will not release easily if you grab hold of a branch a little too thick, and at five feet away it's not always the easiest thing to do to notice if that branch is an 1/8th inch too thick.	Сучкорез трудно разжать, если он захватил ветку чуть большего диаметра, чем нужно, а с расстояния пяти футов не всегда легко заметить, что ветка на 1/8 дюйма толще.
review_patio+lawn+garden_387_1	st9	As a result, it broke on the second day.	В результате сучкорез сломался на второй день.
review_patio+lawn+garden_387_1	st9	Amazon replaced with another, which broke due to same issue, but this time was too late to return.	Amazon заменил его на другой, который сломался по той же причине, но на этот раз возвращать было поздно.
review_patio+lawn+garden_387_1	st9	I bought another, more expensive one that I am happy with and I would recommend it to anyone else: ARS LA-180ZR203 4-to-7-Feet Long Reach Pruner	Я купил другой, более дорогой, которым я доволен и порекомендую вместо этого: Сучкорез ARS LA-180ZR203 телескопический от 4 до 7 футов
review_patio+lawn+garden_392_1	st9	Not for bushes	Не для кустарников
review_patio+lawn+garden_392_1	st9	I have a large piece of property in Arizona that requires the removal of bushes from time to time and I figured this looked like the perfect tool to cut the main trunk/branches of a dessert bush; NOT!!!!	У меня большой участок в Аризоне, где время от времени нужно обрезать кустарники, и я подумал, что это отличный инструмент для того, чтобы резать стволы или ветки пустынных кустарников. НЕТ!!!!
review_patio+lawn+garden_392_1	st9	!It was worth a try, but it is clumsy and will not cut through most of the fibrous shoots of a typical desert bush.	!Попробовать стоило, но получается плохо, и он не режет волокнистые побеги типичного пустынного кустарника.
review_patio+lawn+garden_392_1	st9	I am back to the pick and spade.I have many tools for tree limbs that do a much better job than this.I'll give it to my brother.	Вернулся к кирке и лопате.У меня есть много инструментов для обрезки веток, которые работают намного лучше, чем этот.Отдам его брату.
review_patio+lawn+garden_392_1	st9	:>)Note: My rating is strictly for the said application.	:>)Примечание: Такая оценка касается только вышеописанного применения.
review_patio+lawn+garden_6_5	st20	GGGGGGGGREAT	ПРРРРРРРРРЕКРАСНО
